word,romaji,explanation,properties,examples
噁噁,akuaku,"chirp, tweet, caw",onomatopoeic or mimetic word; usually written using kana alone; adverb,
ぺらっと,peratto,"flipping (e.g. a page), peeling off; fluently",onomatopoeic or mimetic word; adverb,
ぷるぷる,purupuru,"trembling, shivering; jiggling, wobbling, bouncing",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
のしのし,noshinoshi,"walking heavily, lumbering",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ざぶりざぶり,zaburizaburi,"sound of living, moving water",onomatopoeic or mimetic word; adverb taking the と particle,
じとじと,jitojito,"damp, wet, soaked, humid, clammy",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
ぺたり,petari,"slapping on (stamp, sticker); flopping down",onomatopoeic or mimetic word; adverb taking the と particle,
つるり,tsururi,"smoothly, with a slipping or sliding motion",onomatopoeic or mimetic word; adverb taking the と particle,
メリメリ,merimeri,"cracking, splitting, ripping, crashing, creaking, groaning",onomatopoeic or mimetic word; adverb taking the と particle,
タプタプ,taputapu,flabby,onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); adverb; adverb taking the と particle; noun or participle taking the aux. verb する; noun (generic),
たぶたぶ,tabutabu,"brimming, full to the point of overflowing; loose, baggy",onomatopoeic or mimetic word; adverb taking the と particle,
フッ,fuxtsu,"hah (derisively), pooh; pfft (of something disappearing), poof; huff, puff",interjection; onomatopoeic or mimetic word; adverb taking the と particle,
ばちゃん,bachan,with a splash,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぴょこぴょこ,pyokopyoko,"up and down, lightly, nimbly, moving in small leaps as a frog or rabbit; casually, (strolling about) without a care",onomatopoeic or mimetic word; adverb taking the と particle,
どっぴゅ,doppyu,sound of something being powerfully ejected,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ことん,koton,"clunk, thump",onomatopoeic or mimetic word; adverb taking the と particle,
ぴゅう,pyuu,"whiz (e.g. projectile through air), swoosh, whoosh, whistling sound",onomatopoeic or mimetic word; adverb taking the と particle,
くるっと,kurutto,"turning around, spinning around, curling up; round and charming (e.g. eyes)",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),道を間違えたので車をくるっとＵターンさせた。
ぱらり,parari,"sprinkling, dropping in small light bits",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
どうと,douto,"crash, smash, bang, sound of a large, heavy object falling",obsolete reading; onomatopoeic or mimetic word; adverb,
ピチャリ,pichari,"sound of a small wave hitting the shore, sound of a whip, sound of a slap",onomatopoeic or mimetic word; adverb,
ぴちゃん,pichan,"splash; slam, slap",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
とろり,torori,"thickly, viscously, stickily, creamily, (melting and) becoming soft; sleepily, drowsily, dozing off",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ごとり,gotori,"with a thump, with a clang, with a clank",onomatopoeic or mimetic word; adverb taking the と particle,
そぼそぼ,sobosobo,drizzling (rain),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
デクデク,dekudeku,"plump, fat",onomatopoeic or mimetic word; adverb,
シュッシュッ,shusshuxtsu,"choo-choo, chug-chug, chuff-chuff, hiss-hiss; brush-brush, scrub-scrub",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
どしり,doshiri,sound of a heavy object falling,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
どかり,dokari,falling heavily,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ボーボー,bo-bo-,"vigorously (burning), furiously, fiercely",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ジンジン,jinjin,"(painful) tingling, throbbing (with pain), stinging, feeling numb; noisily (ringing)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,昨日こけたところがまだまだジンジンと痛む。; 虫歯がひどくなってジンジンと痛み出してきた。
バリッと,barixtsuto,"with a crack, with a tearing sound, with a ripping sound; stylish, smart, dapper, dashing, spruce",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),激しいダンスを踊ったせいでズボンがバリッと破れてしまった。; (板チョコやおせんべいなどを)クリス： これどうやって分けよう？ジャスティン： バリッと割っちゃえば？
ぽちゃり,pochari,"splash, splosh",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ぐらり,gurari,shaking violently,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ポッと,poxtsuto,"slightly (blushing); suddenly (getting bright, flaring up, flashing on, etc.); distractedly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ぶるん,burun,"with a vroom, with a sudden shaking",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
どんぶりこ,donburiko,"plop, splash; tumbling",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
チュンチュン,chunchun,"chirp, cheep",onomatopoeic or mimetic word; adverb; adverb taking the と particle,朝はスズメのチュンチュンと鳴く声で目が覚める。
ぎいとん,giiton,squeaking or creaking (followed by a thump),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
むくむく,mukumuku,"rising up (of smoke, clouds, etc.), towering, billowing; plump, chubby; welling up (of an emotion), boiling up; getting up, stirring, moving about; shaggy, hairy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ほんわか,honwaka,"warm, snug, cozy, cosy, comfortable, pleasant, soft, fluffy, gentle",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぱったり,pattari,"unexpectedly, suddenly, abruptly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぶらりぶらり,burariburari,"dangling, swaying, swinging; (walking) leisurely, aimlessly, strolling, wandering, rambling; idly, lazily, leisurely, aimlessly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
パカパカ,pakapaka,"clip-clop, clippety-clop; clamshell cellphone, flip cellphone",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun; noun (generic),
とくとく,tokutoku,glug-glug,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
とん,ton,"tap, knock, bonk",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ザブン,zabun,"splash, plop",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
パシャッと,pashaxtsuto,"with a splash, with a splosh; with a click (of a camera shutter), with a snap",onomatopoeic or mimetic word; adverb,
じわっと,jiwatto,slowly but steadily,onomatopoeic or mimetic word; adverb,
ペロリ,perori,"(eating up) quickly, in no time, gobbling up; quickly (sticking out one's tongue); licking, licking up; (peeling off) in one go, completely",onomatopoeic or mimetic word; adverb taking the と particle; adverb,まゆ： 甘いものに目がないんだ〜、いくらでも食べてしまう。ゆき： そうなんだ、じゃあホールのケーキ一人で食べれる？まゆ： そんなのペロリだね。
ぴりり,piriri,"tingling, stinging, pungently",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ぷるんぷるん,purunpurun,"shaking like a jelly, jellylike",onomatopoeic or mimetic word; noun; noun (generic); noun or verb acting prenominally; adjective (generic); noun or participle taking the aux. verb する,
ばしっと,bashitto,"whack, smack",onomatopoeic or mimetic word; adverb,
しねしね,shineshine,"soft and elastic, flexible, pliant",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
のそりのそり,nosorinosori,"slowly, stolidly, heavily, lumpingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぷるん,purun,"shaking like a jelly, jellylike",onomatopoeic or mimetic word; noun; noun (generic); noun or verb acting prenominally; adjective (generic); noun or participle taking the aux. verb する,
こちょこちょ,kochokocho,"coochy-coo, hitchy-koo, kitchy-koo (tickling sound)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ごそり,gosori,"rustling sound, rummaging sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
がさり,gasari,rustling sound; search (esp. a home search by the police),onomatopoeic or mimetic word; adverb taking the と particle; adverb; rare term; slang; noun; noun (generic),
すぽっと,supotto,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb,
ぷつぷつ,putsuputsu,"bumpy (e.g. of a rash), knobbly, pimply; easily cut",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ゆくと,yukuto,"slowly, unhurriedly, without haste, leisurely, at one's leisure",onomatopoeic or mimetic word; archaic; adverb,
ぽつねんと,potsunento,"solitarily, in a lonely fashion, all alone, by oneself",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
パチ,pachi,"snapping (e.g. book shut), clapping, crackling, sputtering; pachinko",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle; abbreviation; slang,
ボキボキ,bokiboki,"cracking sound (e.g. cracking one's knuckles), crunching sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
すってんころり,suttenkorori,"falling plump, falling down flat",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ポロン,poron,"strumming, thrumming, plunking, plonking",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
しっちゃかめっちゃか,shicchakamecchaka,"in a terrible mess, in complete disorder, chaotic",onomatopoeic or mimetic word; な adjective; adjective (generic),
かたこと,katakoto,"click-clack, clip-clop, clatter",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぺっと,petto,"ptoo (i.e. spitting sound), ptew, ptooey",onomatopoeic or mimetic word; adverb,
ばしばし,bashibashi,"violently, without holding anything back; firmly, resolutely",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ちくりちくり,chikurichikuri,"prickling, stinging, biting",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ちくっと,chikutto,"pricking, stinging, tingling",onomatopoeic or mimetic word; adverb,
ピンと,pinto,"tightly, tautly, tensely; (springing, straightening) up, suddenly, with a jerk; intuitively, instinctively, immediately; with a burst, with a crack, with a snap, with a twang",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),寒い冬の朝は自然と背筋がピンと伸びる。; そのヒントを聞いて、彼はピンと来た。
パシャリ,pashari,sound of a camera shutter; sound of water splashing,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ビシバシ,bishibashi,"without holding anything back, mercilessly, relentlessly, energetically, vigorously",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
どたんばたん,dotanbatan,banging around (e.g. in a fight),onomatopoeic or mimetic word; adverb taking the と particle; adverb,
けちょんけちょん,kechonkechon,"thorough (criticism, defeat, etc.), utter, serious",colloquial; onomatopoeic or mimetic word; な adjective; adjective (generic),
がじがじ,gajigaji,"biting, gnawing; in constant pain, irritated",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
どばどば,dobadoba,"pouring out in large amounts, flowing out gushingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぶるっと,burutto,shiveringly,onomatopoeic or mimetic word; adverb,
ポトン,poton,"plop, plonk, plunk, flop",onomatopoeic or mimetic word; adverb taking the と particle; noun; noun (generic),
ブルルン,bururun,"va-va-vroom (esp. fast cars or bikes, sexy women or men), va-voom, vrrrm; sound of animal shaking its fur to dry off after getting wet (esp. dogs)",onomatopoeic or mimetic word; interjection,
ぐしぐし,gushigushi,"grumbling, complaining, muttering; crumpling (e.g. paper)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
こそっと,kosotto,"stealthily, secretly",onomatopoeic or mimetic word; adverb,
ピコピコ,pikopiko,blip bleep,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
だくだく,dakudaku,"gushing out (e.g. sweat or blood), flowing profusely; thump-thump, bang-bang, pit-a-pat, pitapat, pitter-patter; sound of hoofbeats",onomatopoeic or mimetic word; adverb,
ぷくぷく,pukupuku,"bubblingly, foamingly, sinking or rising while giving off bubbles; cute and chubby, pudgy, puffed up",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
プチュッ,puchuxtsu,"kissing loudly, smooching; squirting, gushing",onomatopoeic or mimetic word; adverb taking the と particle,
ビュンビュン,byunbyun,"with a whoosh, with a swish, with a whirl, whizzing by",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ビュッ,byuxtsu,"zip, ping, zing, zoom, whoosh",onomatopoeic or mimetic word; adverb taking the と particle,
もやくや,moyakuya,"trouble, bother, confusion; depression, gloom, feeling sad",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する; adverb,
てへぺろ,tehepero,laughing embarrassedly and sticking out one's tongue,onomatopoeic or mimetic word; slang; expression,
ひょろっと,hyorotto,"tall and thin, long and thin, lanky, spindly, gangly",onomatopoeic or mimetic word; adverb,
ちょろっと,chorotto,"quickly, briefly; rashly, carelessly; (flowing) in trickles",onomatopoeic or mimetic word; adverb,彼は会議にちょろっと顔を出してすぐに退席した。他の仕事で相当忙しいらしい。; 美奈子： メッセージカードって何書いていいか困るよね。 祥子： 挨拶程度にちょろっと書いちゃえばいいんだよ。
ムクと,mukuto,abruptly (rising); slowly (rising),onomatopoeic or mimetic word; adverb,
どんと,donto,"powerfully, vigorously, with all one's strength; lots of, heaps of, plenty",onomatopoeic or mimetic word; adverb,孝子： ダメだ、明日提出の課題が終わらないよ。。。申し訳ないんだけど手伝ってくれない？？由梨： もちろん！どんとこい！; 太鼓のドンと大きな音とともに、夏祭りがはじまった。
ぽんぽこ,ponpoko,"sounding of a drum or hand drum, sound of drums; full (stomach), bursting",onomatopoeic or mimetic word; adverb; noun; noun (generic); な adjective; adjective (generic),
ふんふん,funfun,uh-huh; sniff-sniff,interjection; onomatopoeic or mimetic word; adverb,
わさわさ,wasawasa,"restless, fidgety, lively, busy",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ぽくぽく,pokupoku,"rhythmically (beating, e.g. gong); clip-clopping (e.g. horse); crumbly; ambling, strolling; dozing",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic),
ビチビチ,bichibichi,"sound of the expulsion of soft matter mixed with water, diarrhea, etc. sounds, watery",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
しらっと,shiratto,"dully, dispassionately, apathetically, in a subdued manner",onomatopoeic or mimetic word; adverb,
ずぼり,zubori,"vigorously, really getting stuck into",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
きょろり,kyorori,"with bright almond eyes, eyes wide open; nonchalantly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
きょろん,kyoron,"with bright almond eyes, eyes wide open; nonchalantly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
プンスカ,punsuka,"angrily, in a huff",onomatopoeic or mimetic word; slang; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ブー,bu-,"beep, honk (car horn), buzz (buzzer), boo (wrong answer, like buzzer on quiz shows)",onomatopoeic or mimetic word; interjection,
むむ,mumu,"hum, hmm; hm hm (light chuckle with mouth closed); uh-huh; mm, hmm; well",onomatopoeic or mimetic word; interjection,
ぷくっと,pukutto,puffed up,onomatopoeic or mimetic word; adverb,
ドドーン,dodo-n,"boom, kaboom",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ゴロン,goron,"(lying down) with a flop, heavily",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ペッペッ,peppextsu,spitting,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ポロっと,porotto,"dropping (of tears, dew, etc.); falling off, dropping off, slipping (e.g. from one's hands); inadvertently (coming to the surface), letting out (e.g. a secret)",onomatopoeic or mimetic word; adverb,
わしわし,washiwashi,"many people talking noisily; chowing down, scarfing down; roughly (of actions)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
へたへた,hetaheta,"falling down, lacking the energy to stand, collapsing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
わちゃわちゃ,wachawacha,"chattering, chit-chat, (ladies) prattle",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); Osaka-ben,
レロレロ,rerorero,"slurring (of speech), indistinctly, inarticulately",onomatopoeic or mimetic word; rare term; adverb; な adjective; adjective (generic),
ふにゃり,funyari,limply,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
グサッと,gusaxtsuto,"deeply (stab, thrust, etc.), hard",onomatopoeic or mimetic word; adverb,
きゃっ,kyaxtsu,"yikes!, eek!, ouch!, blech; ook, eek; customer",interjection; onomatopoeic or mimetic word; adverb; slang; noun; noun (generic),
ちゃっと,chatto,"swiftly, rapidly, promptly, nimbly; a little, somewhat",onomatopoeic or mimetic word; archaic; adverb,
ぷくり,pukuri,partly puffed up; bubblingly,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
にやっ,niyaxtsu,"smirkingly, broadly (grinning)",onomatopoeic or mimetic word; adverb taking the と particle,
くわっと,kuwatto,opening suddenly and widely (e.g. eyes),onomatopoeic or mimetic word; adverb,
ぽきり,pokiri,"snappingly, with a snap",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
すぽん,supon,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
さらっと,saratto,"smoothly, swimmingly; forthrightly, without hesitation",onomatopoeic or mimetic word; adverb,
ピラピラ,pirapira,"fluttering (cloth, paper, etc.), waving, small fluttering object",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic); noun or participle taking the aux. verb する,
ペッ,pextsu,phooey,onomatopoeic or mimetic word; interjection; adverb taking the と particle; adverb,
にゃん,nyan,"meow, miaow; cat",onomatopoeic or mimetic word; interjection; children's language; noun; noun (generic),
ぶらんぶらん,buranburan,dangling,onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic); な adjective,
バタンキュー,batankyu-,"falling asleep immediately, going out like a light",onomatopoeic or mimetic word; colloquial; noun; noun (generic); adverb taking the と particle,
きゅう,kyuu,"(rubbing, twisting) hard, with a squeal, with a creak; (drinking) in one sweep",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ちゃっちゃと,chacchato,"lickety-split, quickly",onomatopoeic or mimetic word; adverb,
パシャン,pashan,"splash, sploosh",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
いひひ,ihihi,"hee-hee, tee-hee",onomatopoeic or mimetic word; interjection,
びいびい,biibii,"noisily, bleatingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
かたっと,katatto,"clattering, (with a) clunk",onomatopoeic or mimetic word; adverb,
ちゃんちゃんばらばら,chanchanbarabara,"clashing of swords; fight, brawl, scuffle",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
がしゃがしゃ,gashagasha,"(pieces of metal, etc. hitting each other) noisily; cluttered, disordered, messy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic),
くいくい,kuikui,"giving two or three light tugs (or pushes); worrying about, moping, brooding over, fretting; suddenly angry, feeling a surge of anger",onomatopoeic or mimetic word; adverb; adverb taking the と particle; archaic,
バシャバシャ,bashabasha,"splish-splash, with a splash; click-click (of a camera shutter), with a click, with a snap",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ガビガビ,gabigabi,dried stiff (esp. of something sticky),colloquial; onomatopoeic or mimetic word; な adjective; adjective (generic); noun; noun (generic),
クスッと,kusuxtsuto,"slipping out (a chuckle, giggle), unintentionally (letting out a quiet laugh)",onomatopoeic or mimetic word; adverb,
ぴんしゃん,pinshan,"vigorous for one's age, active despite one's years, hale and hearty, full of beans",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
じたじた,jitajita,"cowering, recoiling, overwhelmed",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
もふもふ,mofumofu,"soft to the touch (e.g. fur, feathers), fluffy; to stroke (something fluffy), to rub, to pat",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); noun or participle taking the aux. verb する; Internet slang,
しんなり,shinnari,"soft, supple, pliant",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
すぱっと,supatto,"completely (quitting, etc.), entirely, thoroughly, totally, wholly, without hesitation; cleanly (cutting, snapping off, etc.), in a single blow",onomatopoeic or mimetic word; adverb,
ゴホゴホ,gohogoho,"coughing, hacking cough; thundering, drumming",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ビュイーン,byui-n,"zooming, whizzing, whistling",onomatopoeic or mimetic word; adverb taking the と particle,
シャキーン,shaki-n,"clink, clank, clang",onomatopoeic or mimetic word; adverb; noun; noun (generic),
どくん,dokun,"heavy heartbeat, thumping, pounding",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
げほげほ,gehogeho,"(wet) cough, (sound of) coughing",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); adverb taking the と particle,加奈子： ゲホゲホ美津子： まだ咳出てるの？早く病院行ってよ！; 春樹： タバコがなかなかやめられない（ゲホゲホ)美穂： くさい！タバコか私か選びなさい！
ぱらっと,paratto,"quickly (turning pages, opening a letter, etc.), with a flick, casually, absentmindedly; lightly (falling rain, leaves, etc.); sprinkling over (e.g. salt); sparsely (scattered), here and there",onomatopoeic or mimetic word; adverb,
ぐすぐす,gusugusu,"snuffling, sniffling",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ささっと,sasatto,"quickly, briefly",onomatopoeic or mimetic word; adverb,
ウッキー,ukki-,"ook, ook-ook",onomatopoeic or mimetic word; interjection,
ぽかり,pokari,"with a whack, with a thump; openmouthed, with one's mouth wide-open, gaping, flabbergasted; vacantly, blankly, absentmindedly; gaping (of a hole, etc.), suddenly opening",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ほう,hou,"oh, ho, exclamation of surprise, admiration, etc.; hoo (owl call), toot (sound of a flute)",interjection; onomatopoeic or mimetic word; expression,
きゃっきゃっ,kyakkyaxtsu,"chitter, chatter, giggle; screeching, squealing",onomatopoeic or mimetic word; noun; noun (generic); adverb,
グルル,gururu,"grrr, growl",onomatopoeic or mimetic word; noun; noun (generic),
ベロリ,berori,"slurping, lapping",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
ごくっ,gokuxtsu,"gulp, gulping",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
カシャリ,kashari,click,onomatopoeic or mimetic word; noun; noun (generic),
ビリッと,birixtsuto,"ripping, tearing, vibrating, buzzing, like an electric shock",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
シュッと,shuxtsuto,"quickly; swishing, whooshing",onomatopoeic or mimetic word; adverb,
ゴクン,gokun,with a gulp,onomatopoeic or mimetic word; adverb taking the と particle,
ギシギシアンアン,gishigishianan,"sex, sexual intercourse, sound of bed creaking and woman moaning",onomatopoeic or mimetic word; slang; noun; noun (generic),
ぶわぶわ,buwabuwa,spongy,onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
うっそり,ussori,"absentmindedly, vacantly, carelessly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
じゅくじゅく,jukujuku,"oozily, seeping out, very damply, humidly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
きなきな,kinakina,"worriedly, fretting, moping, brooding",archaic; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぷっくり,pukkuri,"puffed up, plump",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
とっくり,tokkuri,"thoroughly, carefully, deliberately, seriously, fully",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ごそっと,gosotto,"completely, entirely, wholly",onomatopoeic or mimetic word; adverb,
シュワシュワ,shuwashuwa,"bubbliness (of a carbonated drink), sound of bubbles (of a carbonated drink), fluffiness (of a cake, souffle, whipped cream)",onomatopoeic or mimetic word; noun; noun (generic); adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic); な adjective; noun or participle taking the aux. verb する,
やいのやいの,yainoyaino,"(pressing) hard, badgeringly, pesteringly, repeatedly, urgingly",onomatopoeic or mimetic word; expression; adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic),
しゃなりしゃなり,shanarishanari,"gracefully, affectedly, mincingly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
バッチシ,bacchishi,"perfectly, right on the mark, spot on, bang on; enough, sufficiently, thoroughly, completely",onomatopoeic or mimetic word; adverb; adverb taking the と particle; Osaka-ben,
みっしり,misshiri,"strictly, severely; fully; closely, tightly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ジョリジョリ,jorijori,"scrape-scrape, (with a) scraping sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ぷかり,pukari,"puffing (e.g. cigarette smoke); bobbing (to the surface), floating lightly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
スルッと,suruxtsuto,"smoothly, glidingly",onomatopoeic or mimetic word; adverb,
ぼっと,botto,"with a roar (of flames), with a whoosh, flaring up; suddenly blushing; in a daze, absent-mindedly, vacantly, abstractedly, blankly, idly; dimly, hazily, faintly, vaguely, indistinctly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),ストーブにマッチをかざすと、勢いよくボッと火がついた。; マジシャンがトランプを手に取ると、突然ボッと火が付きトランプは燃えてしまった。皆相当驚いていた。
ズボッと,zuboxtsuto,something going right into or coming right out of a place where it fits snugly,onomatopoeic or mimetic word; adverb,
しゃんしゃん,shanshan,"jingling; (sound of) many people clapping together; healthy, robust, active, hale and hearty, handling one's work well; concluding successfully; boiling (of water)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); archaic,
ゲタゲタ,getageta,boisterously (laughing),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
じっぱり,jippari,"a lot, many, much",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb,
ちんと,chinto,"calmly, coolly, primly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ギタギタ,gitagita,"severely beaten up, thoroughly defeated, completely destroyed; severely damaged, battered, beat-up, tattered, worn-out",slang; onomatopoeic or mimetic word; な adjective; adjective (generic),
ぎったんばっこん,gittanbakkon,"seesaw, teeter-totter",children's language; onomatopoeic or mimetic word; noun; noun (generic),
ハハハ,hahaha,ha ha ha (laughter),onomatopoeic or mimetic word; interjection,
ペリペリ,periperi,"tearing (along a perforated edge), peeling off (a plastic film, sticker, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
プー,pu-,"toot (e.g. of trumpet); honk (e.g. of klaxon), beep; farting sound; sound of something being inflated, puff, poof, phoo",onomatopoeic or mimetic word; noun; noun (generic); noun taking the genitive case particle の; adjective (generic); adverb; adverb taking the と particle,
