index,word,romaji,explanation,properties,examples
903,じわっと,jiwatto,slowly but steadily,onomatopoeic or mimetic word; adverb,
904,ペロリ,perori,"(eating up) quickly, in no time, gobbling up; quickly (sticking out one's tongue); licking, licking up; (peeling off) in one go, completely",onomatopoeic or mimetic word; adverb taking the と particle; adverb,まゆ： 甘いものに目がないんだ〜、いくらでも食べてしまう。ゆき： そうなんだ、じゃあホールのケーキ一人で食べれる？まゆ： そんなのペロリだね。
905,ぴりり,piriri,"tingling, stinging, pungently",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
906,ぷるんぷるん,purunpurun,"shaking like a jelly, jellylike",onomatopoeic or mimetic word; noun; noun (generic); noun or verb acting prenominally; adjective (generic); noun or participle taking the aux. verb する,
907,ばしっと,bashitto,"whack, smack",onomatopoeic or mimetic word; adverb,
908,しねしね,shineshine,"soft and elastic, flexible, pliant",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
909,のそりのそり,nosorinosori,"slowly, stolidly, heavily, lumpingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
910,ぷるん,purun,"shaking like a jelly, jellylike",onomatopoeic or mimetic word; noun; noun (generic); noun or verb acting prenominally; adjective (generic); noun or participle taking the aux. verb する,
911,こちょこちょ,kochokocho,"coochy-coo, hitchy-koo, kitchy-koo (tickling sound)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
912,ごそり,gosori,"rustling sound, rummaging sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
913,がさり,gasari,rustling sound; search (esp. a home search by the police),onomatopoeic or mimetic word; adverb taking the と particle; adverb; rare term; slang; noun; noun (generic),
914,すぽっと,supotto,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb,
915,ぷつぷつ,putsuputsu,"bumpy (e.g. of a rash), knobbly, pimply; easily cut",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
916,ゆくと,yukuto,"slowly, unhurriedly, without haste, leisurely, at one's leisure",onomatopoeic or mimetic word; archaic; adverb,
917,ぽつねんと,potsunento,"solitarily, in a lonely fashion, all alone, by oneself",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
918,パチ,pachi,"snapping (e.g. book shut), clapping, crackling, sputtering; pachinko",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle; abbreviation; slang,
919,ボキボキ,bokiboki,"cracking sound (e.g. cracking one's knuckles), crunching sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
920,すってんころり,suttenkorori,"falling plump, falling down flat",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
921,ポロン,poron,"strumming, thrumming, plunking, plonking",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
922,しっちゃかめっちゃか,shicchakamecchaka,"in a terrible mess, in complete disorder, chaotic",onomatopoeic or mimetic word; な adjective; adjective (generic),
923,かたこと,katakoto,"click-clack, clip-clop, clatter",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
924,ぺっと,petto,"ptoo (i.e. spitting sound), ptew, ptooey",onomatopoeic or mimetic word; adverb,
925,ばしばし,bashibashi,"violently, without holding anything back; firmly, resolutely",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
926,ちくりちくり,chikurichikuri,"prickling, stinging, biting",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
927,ちくっと,chikutto,"pricking, stinging, tingling",onomatopoeic or mimetic word; adverb,
928,ピンと,pinto,"tightly, tautly, tensely; (springing, straightening) up, suddenly, with a jerk; intuitively, instinctively, immediately; with a burst, with a crack, with a snap, with a twang",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),寒い冬の朝は自然と背筋がピンと伸びる。; そのヒントを聞いて、彼はピンと来た。
929,パシャリ,pashari,sound of a camera shutter; sound of water splashing,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
930,ビシバシ,bishibashi,"without holding anything back, mercilessly, relentlessly, energetically, vigorously",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
931,どたんばたん,dotanbatan,banging around (e.g. in a fight),onomatopoeic or mimetic word; adverb taking the と particle; adverb,
932,けちょんけちょん,kechonkechon,"thorough (criticism, defeat, etc.), utter, serious",colloquial; onomatopoeic or mimetic word; な adjective; adjective (generic),
933,がじがじ,gajigaji,"biting, gnawing; in constant pain, irritated",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
934,どばどば,dobadoba,"pouring out in large amounts, flowing out gushingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
935,ぶるっと,burutto,shiveringly,onomatopoeic or mimetic word; adverb,
936,ポトン,poton,"plop, plonk, plunk, flop",onomatopoeic or mimetic word; adverb taking the と particle; noun; noun (generic),
937,ブルルン,bururun,"va-va-vroom (esp. fast cars or bikes, sexy women or men), va-voom, vrrrm; sound of animal shaking its fur to dry off after getting wet (esp. dogs)",onomatopoeic or mimetic word; interjection,
938,ぐしぐし,gushigushi,"grumbling, complaining, muttering; crumpling (e.g. paper)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
939,こそっと,kosotto,"stealthily, secretly",onomatopoeic or mimetic word; adverb,
940,ピコピコ,pikopiko,blip bleep,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
941,だくだく,dakudaku,"gushing out (e.g. sweat or blood), flowing profusely; thump-thump, bang-bang, pit-a-pat, pitapat, pitter-patter; sound of hoofbeats",onomatopoeic or mimetic word; adverb,
942,ぷくぷく,pukupuku,"bubblingly, foamingly, sinking or rising while giving off bubbles; cute and chubby, pudgy, puffed up",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
943,プチュッ,puchuxtsu,"kissing loudly, smooching; squirting, gushing",onomatopoeic or mimetic word; adverb taking the と particle,
944,ビュンビュン,byunbyun,"with a whoosh, with a swish, with a whirl, whizzing by",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
945,ビュッ,byuxtsu,"zip, ping, zing, zoom, whoosh",onomatopoeic or mimetic word; adverb taking the と particle,
946,もやくや,moyakuya,"trouble, bother, confusion; depression, gloom, feeling sad",onomatopoeic or mimetic word; noun; noun (generic); noun or participle taking the aux. verb する; adverb,
947,てへぺろ,tehepero,laughing embarrassedly and sticking out one's tongue,onomatopoeic or mimetic word; slang; expression,
948,ひょろっと,hyorotto,"tall and thin, long and thin, lanky, spindly, gangly",onomatopoeic or mimetic word; adverb,
949,ちょろっと,chorotto,"quickly, briefly; rashly, carelessly; (flowing) in trickles",onomatopoeic or mimetic word; adverb,彼は会議にちょろっと顔を出してすぐに退席した。他の仕事で相当忙しいらしい。; 美奈子： メッセージカードって何書いていいか困るよね。 祥子： 挨拶程度にちょろっと書いちゃえばいいんだよ。
950,ムクと,mukuto,abruptly (rising); slowly (rising),onomatopoeic or mimetic word; adverb,
951,どんと,donto,"powerfully, vigorously, with all one's strength; lots of, heaps of, plenty",onomatopoeic or mimetic word; adverb,孝子： ダメだ、明日提出の課題が終わらないよ。。。申し訳ないんだけど手伝ってくれない？？由梨： もちろん！どんとこい！; 太鼓のドンと大きな音とともに、夏祭りがはじまった。
952,ぽんぽこ,ponpoko,"sounding of a drum or hand drum, sound of drums; full (stomach), bursting",onomatopoeic or mimetic word; adverb; noun; noun (generic); な adjective; adjective (generic),
953,ふんふん,funfun,uh-huh; sniff-sniff,interjection; onomatopoeic or mimetic word; adverb,
954,わさわさ,wasawasa,"restless, fidgety, lively, busy",onomatopoeic or mimetic word; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
955,ぽくぽく,pokupoku,"rhythmically (beating, e.g. gong); clip-clopping (e.g. horse); crumbly; ambling, strolling; dozing",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic),
956,ビチビチ,bichibichi,"sound of the expulsion of soft matter mixed with water, diarrhea, etc. sounds, watery",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
957,しらっと,shiratto,"dully, dispassionately, apathetically, in a subdued manner",onomatopoeic or mimetic word; adverb,
958,ずぼり,zubori,"vigorously, really getting stuck into",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
959,きょろり,kyorori,"with bright almond eyes, eyes wide open; nonchalantly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
960,きょろん,kyoron,"with bright almond eyes, eyes wide open; nonchalantly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
961,プンスカ,punsuka,"angrily, in a huff",onomatopoeic or mimetic word; slang; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
962,ブー,bu-,"beep, honk (car horn), buzz (buzzer), boo (wrong answer, like buzzer on quiz shows)",onomatopoeic or mimetic word; interjection,
963,むむ,mumu,"hum, hmm; hm hm (light chuckle with mouth closed); uh-huh; mm, hmm; well",onomatopoeic or mimetic word; interjection,
964,ぷくっと,pukutto,puffed up,onomatopoeic or mimetic word; adverb,
965,ドドーン,dodo-n,"boom, kaboom",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
966,ゴロン,goron,"(lying down) with a flop, heavily",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
967,ペッペッ,peppextsu,spitting,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
968,ポロっと,porotto,"dropping (of tears, dew, etc.); falling off, dropping off, slipping (e.g. from one's hands); inadvertently (coming to the surface), letting out (e.g. a secret)",onomatopoeic or mimetic word; adverb,
969,わしわし,washiwashi,"many people talking noisily; chowing down, scarfing down; roughly (of actions)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
970,へたへた,hetaheta,"falling down, lacking the energy to stand, collapsing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
971,わちゃわちゃ,wachawacha,"chattering, chit-chat, (ladies) prattle",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic); Osaka-ben,
972,レロレロ,rerorero,"slurring (of speech), indistinctly, inarticulately",onomatopoeic or mimetic word; rare term; adverb; な adjective; adjective (generic),
973,ふにゃり,funyari,limply,onomatopoeic or mimetic word; adverb taking the と particle; adverb,
974,グサッと,gusaxtsuto,"deeply (stab, thrust, etc.), hard",onomatopoeic or mimetic word; adverb,
975,きゃっ,kyaxtsu,"yikes!, eek!, ouch!, blech; ook, eek; customer",interjection; onomatopoeic or mimetic word; adverb; slang; noun; noun (generic),
976,ちゃっと,chatto,"swiftly, rapidly, promptly, nimbly; a little, somewhat",onomatopoeic or mimetic word; archaic; adverb,
977,ぷくり,pukuri,partly puffed up; bubblingly,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
978,にやっ,niyaxtsu,"smirkingly, broadly (grinning)",onomatopoeic or mimetic word; adverb taking the と particle,
979,くわっと,kuwatto,opening suddenly and widely (e.g. eyes),onomatopoeic or mimetic word; adverb,
980,ぽきり,pokiri,"snappingly, with a snap",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
981,すぽん,supon,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
982,さらっと,saratto,"smoothly, swimmingly; forthrightly, without hesitation",onomatopoeic or mimetic word; adverb,
983,ピラピラ,pirapira,"fluttering (cloth, paper, etc.), waving, small fluttering object",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic); noun or participle taking the aux. verb する,
984,ペッ,pextsu,phooey,onomatopoeic or mimetic word; interjection; adverb taking the と particle; adverb,
985,にゃん,nyan,"meow, miaow; cat",onomatopoeic or mimetic word; interjection; children's language; noun; noun (generic),
986,ぶらんぶらん,buranburan,dangling,onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic); な adjective,
987,バタンキュー,batankyu-,"falling asleep immediately, going out like a light",onomatopoeic or mimetic word; colloquial; noun; noun (generic); adverb taking the と particle,
988,きゅう,kyuu,"(rubbing, twisting) hard, with a squeal, with a creak; (drinking) in one sweep",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
989,ちゃっちゃと,chacchato,"lickety-split, quickly",onomatopoeic or mimetic word; adverb,
990,パシャン,pashan,"splash, sploosh",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
991,いひひ,ihihi,"hee-hee, tee-hee",onomatopoeic or mimetic word; interjection,
992,びいびい,biibii,"noisily, bleatingly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
993,かたっと,katatto,"clattering, (with a) clunk",onomatopoeic or mimetic word; adverb,
994,ちゃんちゃんばらばら,chanchanbarabara,"clashing of swords; fight, brawl, scuffle",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
995,がしゃがしゃ,gashagasha,"(pieces of metal, etc. hitting each other) noisily; cluttered, disordered, messy",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); な adjective; adjective (generic),
996,くいくい,kuikui,"giving two or three light tugs (or pushes); worrying about, moping, brooding over, fretting; suddenly angry, feeling a surge of anger",onomatopoeic or mimetic word; adverb; adverb taking the と particle; archaic,
997,バシャバシャ,bashabasha,"splish-splash, with a splash; click-click (of a camera shutter), with a click, with a snap",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
998,ガビガビ,gabigabi,dried stiff (esp. of something sticky),colloquial; onomatopoeic or mimetic word; な adjective; adjective (generic); noun; noun (generic),
999,クスッと,kusuxtsuto,"slipping out (a chuckle, giggle), unintentionally (letting out a quiet laugh)",onomatopoeic or mimetic word; adverb,
1000,ぴんしゃん,pinshan,"vigorous for one's age, active despite one's years, hale and hearty, full of beans",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1001,じたじた,jitajita,"cowering, recoiling, overwhelmed",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1002,もふもふ,mofumofu,"soft to the touch (e.g. fur, feathers), fluffy; to stroke (something fluffy), to rub, to pat",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); noun or participle taking the aux. verb する; Internet slang,
1003,しんなり,shinnari,"soft, supple, pliant",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1004,すぱっと,supatto,"completely (quitting, etc.), entirely, thoroughly, totally, wholly, without hesitation; cleanly (cutting, snapping off, etc.), in a single blow",onomatopoeic or mimetic word; adverb,
1005,ゴホゴホ,gohogoho,"coughing, hacking cough; thundering, drumming",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1006,ビュイーン,byui-n,"zooming, whizzing, whistling",onomatopoeic or mimetic word; adverb taking the と particle,
1007,シャキーン,shaki-n,"clink, clank, clang",onomatopoeic or mimetic word; adverb; noun; noun (generic),
1008,どくん,dokun,"heavy heartbeat, thumping, pounding",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun; noun (generic),
1009,げほげほ,gehogeho,"(wet) cough, (sound of) coughing",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun; noun (generic); adverb taking the と particle,加奈子： ゲホゲホ美津子： まだ咳出てるの？早く病院行ってよ！; 春樹： タバコがなかなかやめられない（ゲホゲホ)美穂： くさい！タバコか私か選びなさい！
1010,ぱらっと,paratto,"quickly (turning pages, opening a letter, etc.), with a flick, casually, absentmindedly; lightly (falling rain, leaves, etc.); sprinkling over (e.g. salt); sparsely (scattered), here and there",onomatopoeic or mimetic word; adverb,
1011,ぐすぐす,gusugusu,"snuffling, sniffling",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1012,ささっと,sasatto,"quickly, briefly",onomatopoeic or mimetic word; adverb,
1013,ウッキー,ukki-,"ook, ook-ook",onomatopoeic or mimetic word; interjection,
1014,ぽかり,pokari,"with a whack, with a thump; openmouthed, with one's mouth wide-open, gaping, flabbergasted; vacantly, blankly, absentmindedly; gaping (of a hole, etc.), suddenly opening",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1015,ほう,hou,"oh, ho, exclamation of surprise, admiration, etc.; hoo (owl call), toot (sound of a flute)",interjection; onomatopoeic or mimetic word; expression,
1016,きゃっきゃっ,kyakkyaxtsu,"chitter, chatter, giggle; screeching, squealing",onomatopoeic or mimetic word; noun; noun (generic); adverb,
1017,グルル,gururu,"grrr, growl",onomatopoeic or mimetic word; noun; noun (generic),
1018,ベロリ,berori,"slurping, lapping",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
1019,ごくっ,gokuxtsu,"gulp, gulping",onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle,
1020,カシャリ,kashari,click,onomatopoeic or mimetic word; noun; noun (generic),
1021,ビリッと,birixtsuto,"ripping, tearing, vibrating, buzzing, like an electric shock",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1022,シュッと,shuxtsuto,"quickly; swishing, whooshing",onomatopoeic or mimetic word; adverb,
1023,ゴクン,gokun,with a gulp,onomatopoeic or mimetic word; adverb taking the と particle,
1024,ギシギシアンアン,gishigishianan,"sex, sexual intercourse, sound of bed creaking and woman moaning",onomatopoeic or mimetic word; slang; noun; noun (generic),
1025,ぶわぶわ,buwabuwa,spongy,onomatopoeic or mimetic word; な adjective; adjective (generic); adverb; noun or participle taking the aux. verb する; noun (generic),
1026,うっそり,ussori,"absentmindedly, vacantly, carelessly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1027,じゅくじゅく,jukujuku,"oozily, seeping out, very damply, humidly",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1028,きなきな,kinakina,"worriedly, fretting, moping, brooding",archaic; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1029,ぷっくり,pukkuri,"puffed up, plump",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1030,とっくり,tokkuri,"thoroughly, carefully, deliberately, seriously, fully",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1031,ごそっと,gosotto,"completely, entirely, wholly",onomatopoeic or mimetic word; adverb,
1032,シュワシュワ,shuwashuwa,"bubbliness (of a carbonated drink), sound of bubbles (of a carbonated drink), fluffiness (of a cake, souffle, whipped cream)",onomatopoeic or mimetic word; noun; noun (generic); adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic); な adjective; noun or participle taking the aux. verb する,
1033,やいのやいの,yainoyaino,"(pressing) hard, badgeringly, pesteringly, repeatedly, urgingly",onomatopoeic or mimetic word; expression; adverb; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic),
1034,しゃなりしゃなり,shanarishanari,"gracefully, affectedly, mincingly",onomatopoeic or mimetic word; adverb taking the と particle; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1035,バッチシ,bacchishi,"perfectly, right on the mark, spot on, bang on; enough, sufficiently, thoroughly, completely",onomatopoeic or mimetic word; adverb; adverb taking the と particle; Osaka-ben,
1036,みっしり,misshiri,"strictly, severely; fully; closely, tightly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1037,ジョリジョリ,jorijori,"scrape-scrape, (with a) scraping sound",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1038,ぷかり,pukari,"puffing (e.g. cigarette smoke); bobbing (to the surface), floating lightly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1039,スルッと,suruxtsuto,"smoothly, glidingly",onomatopoeic or mimetic word; adverb,
1040,ぼっと,botto,"with a roar (of flames), with a whoosh, flaring up; suddenly blushing; in a daze, absent-mindedly, vacantly, abstractedly, blankly, idly; dimly, hazily, faintly, vaguely, indistinctly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),ストーブにマッチをかざすと、勢いよくボッと火がついた。; マジシャンがトランプを手に取ると、突然ボッと火が付きトランプは燃えてしまった。皆相当驚いていた。
1041,ズボッと,zuboxtsuto,something going right into or coming right out of a place where it fits snugly,onomatopoeic or mimetic word; adverb,
1042,しゃんしゃん,shanshan,"jingling; (sound of) many people clapping together; healthy, robust, active, hale and hearty, handling one's work well; concluding successfully; boiling (of water)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); archaic,
1043,ゲタゲタ,getageta,boisterously (laughing),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1044,じっぱり,jippari,"a lot, many, much",onomatopoeic or mimetic word; な adjective; adjective (generic); adverb,
1045,ちんと,chinto,"calmly, coolly, primly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1046,ギタギタ,gitagita,"severely beaten up, thoroughly defeated, completely destroyed; severely damaged, battered, beat-up, tattered, worn-out",slang; onomatopoeic or mimetic word; な adjective; adjective (generic),
1047,ぎったんばっこん,gittanbakkon,"seesaw, teeter-totter",children's language; onomatopoeic or mimetic word; noun; noun (generic),
1048,ハハハ,hahaha,ha ha ha (laughter),onomatopoeic or mimetic word; interjection,
1049,ペリペリ,periperi,"tearing (along a perforated edge), peeling off (a plastic film, sticker, etc.)",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1050,プー,pu-,"toot (e.g. of trumpet); honk (e.g. of klaxon), beep; farting sound; sound of something being inflated, puff, poof, phoo",onomatopoeic or mimetic word; noun; noun (generic); noun taking the genitive case particle の; adjective (generic); adverb; adverb taking the と particle,
1051,しゅるしゅる,shurushuru,"rustling (as of silk), slithering (sound), whizzing, hissing",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1052,ニタァ,nitaxa,"with a grin, showing a devilish smile",onomatopoeic or mimetic word; adverb taking the と particle,
1053,ピロピロ,piropiro,"party horn, party blower",onomatopoeic or mimetic word; noun; noun (generic),
1054,ぽっぽと,poppoto,"puffing, chugging; steaming; feeling hot",onomatopoeic or mimetic word; adverb,
1055,ぴかり,pikari,"with a flash, brightly, dazzlingly, sparklingly, brilliantly",onomatopoeic or mimetic word; adverb taking the と particle; adverb,
1056,グーン,gu-n,"remarkably, noticeably",onomatopoeic or mimetic word; adverb taking the と particle,
1057,くぱぁ,kupaxa,sound of vulva opening,onomatopoeic or mimetic word; manga slang; adverb,
1058,ごゆっくり,goyukkuri,"slowly, unhurriedly, without haste, leisurely, at one's leisure",onomatopoeic or mimetic word; polite language; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1059,ぱしぱし,pashipashi,with a snap,onomatopoeic or mimetic word; adverb taking the と particle; noun taking the genitive case particle の; adjective (generic),
1060,パコパコ,pakopako,sound of typing on a keyboard; having sex,onomatopoeic or mimetic word; noun; noun (generic); adverb taking the と particle; adverb; noun or participle taking the aux. verb する,
1061,パーン,pa-n,"Pan (Greek god); bang, boom, crack, sound of something exploding, bursting or cracking",noun; noun (generic); onomatopoeic or mimetic word; adverb taking the と particle,
1062,ズブズブ,zubuzubu,"(sink) deeply (into mud, snow, etc.); (thrust) deeply (into a soft object); (involved) too deeply (in a matter, relationship, etc.); drenched, soaked, sodden; extremely (drunk)",onomatopoeic or mimetic word; adverb; adverb taking the と particle; な adjective; adjective (generic); archaic,
1063,ぽっぽ,poppo,"puffing (smoke or steam), puff-puff (of a steam locomotive), chug-chug; steaming; (one's body) feeling hot; coo-coo (of a pigeon); choo-choo (train); pigeon, dove",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); children's language; noun,
1064,ポイポイ,poipoi,tossing,onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1065,シュッシュッポッポ,shusshuppoppo,"chuff-chuff (sound of a steam engine), choo-choo, chug-chug, puff-puff",onomatopoeic or mimetic word; adverb taking the と particle,
1066,ぴっしゃり,pisshari,slapping together (incl. sound); fitting tightly (incl. sound),onomatopoeic or mimetic word; adverb,
1067,ぐしゃり,gushari,"squashed, crushed",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1068,ボテボテ,botebote,"bulky (e.g. clothing), ungainly, heavy, big; poorly hit, weak",onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); noun or participle taking the aux. verb する; noun (generic); noun or verb acting prenominally; adverb taking the と particle; baseball; noun,
1069,ボテッと,botextsuto,"podgily, plumply, thickly",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1070,ほろっと,horotto,"touching, moving (to tears)",onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1071,ビューン,byu-n,"swish, whoosh, whizz",onomatopoeic or mimetic word; adverb taking the と particle,
1072,ガブッと,gabuxtsuto,"chomping, gulping, with a big bite",irregular reading; onomatopoeic or mimetic word; adverb,
1073,シャー,sha-,"whoosh (of water); hiss (of a cat, snake, etc.); sizzle",onomatopoeic or mimetic word; adverb taking the と particle,
1074,キレキレ,kirekire,"agile (person's movements), nimble, adroit, lively, brisk, skillful",onomatopoeic or mimetic word; な adjective; adjective (generic); noun taking the genitive case particle の; adverb; noun or participle taking the aux. verb する; noun (generic),
1075,きー,ki-,"screech, squeak, squeal",onomatopoeic or mimetic word; noun; noun (generic),
1076,けろけろ,kerokero,"completely, entirely; nonchalantly, as if nothing happened",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1077,ぴょん,pyon,"(jumping) nimbly, light-footed; boing; used at sentence end to affect cuteness","onomatopoeic or mimetic word; adverb; adverb taking the と particle; expression; jocular, humorous term; particle",
1078,くしゅくしゅ,kushukushu,"crumply (cloth, clothing, etc.), ruffled; itchy and runny (nose)",onomatopoeic or mimetic word; な adjective; adjective (generic); noun or verb acting prenominally; noun or participle taking the aux. verb する; noun (generic),
1079,すっくり,sukkuri,"straight, upright, erect; all, completely, thoroughly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1080,ほっかり,hokkari,"pleasantly (warm); faintly, lightly; suddenly, unexpectedly; accidentally, carelessly; (gaping) wide, (opening one's mouth) wide",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1081,ぎりぎり,girigiri,"grinding (sound), grating, gnashing; forcefully, strongly, with effort, (binding) tightly",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1082,ちゃかちゃか,chakachaka,"restlessly, restively, agitated, fidgety",onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
1083,すぽり,supori,"snugly (into hole, container, etc.), tightly (fitting, covering), firmly; (with a) pop (i.e. sound of a cork, etc. being pulled out of a hole in one movement), with a plop, (fall) straight",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1084,ぽっこり,pokkori,"bulging (esp. stomach), sticking out",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1085,じわり,jiwari,"gradually, slowly but steadily",onomatopoeic or mimetic word; adverb; adverb taking the と particle,
1086,我利我利,garigari,"focusing on only one thing, obsessively, intensely; selfish, self-serving",ateji; rarely-used kanji form; onomatopoeic or mimetic word; usually written using kana alone; adverb; adverb taking the と particle; な adjective; adjective (generic),
1087,ずっぷり,zuppuri,completely submerged (e.g. in water); completely soaked (e.g. with rain),onomatopoeic or mimetic word; adverb; adverb taking the と particle,
